session_id,user_id,started_at,ended_at,channel,device,country,page_views,utm_source,utm_campaign,is_bot
cee19c72-6e1e-4da4-a317-55a0bae4c974,5775cc10-770b-4d78-8f35-cb1ab49beca0,2024-12-14 00:39:57,,referral,tablet,AR,15,,camp_10,False
544dc03e-8d72-4db4-86d6-12d61d4d6820,b700dd6f-8af8-4cf6-87b0-0b45891025e2,2024-10-30 23:22:31,2024-10-30 23:27:42,google_organic,DESKTOP,US,11,instagram,camp_3,False
65769ad4-9d1f-4b19-abfa-e6e94f268742,3717aa34-f8e2-4feb-ba49-490c7aebfb23,2025-02-10 21:31:59,2025-02-10 21:51:41,google_organic,tablet,BR,2,google,camp_24,False
33e64296-84a8-422c-b9c2-03ab94bbfffa,3b86824c-8ffe-4b07-bf55-98d5f01f5618,2024-12-20 00:18:01,2024-12-20 00:56:44,social_paid,mobile,br,19,instagram,camp_30,False
625e570d-0c6f-42f5-90b0-5e8a95930797,a03cc44f-7355-495e-8b32-79a1677c7a71,2025-03-06 05:51:42,2025-03-06 06:23:32,metasearch,tablet,US,23,facebook,camp_25,False
4b6b7423-f7cd-4b3d-b4fc-bf52c34692b9,7ef15ed7-487e-4845-9609-6be8735b721a,2024-12-14 01:17:11,2024-12-14 01:56:18,social_paid,DESKTOP,BR,20,facebook,camp_15,False
6ed314ce-2b53-422c-8632-4a251312abdf,e74ba5c4-5136-4f0e-94ff-88a225562d19,2025-02-01 14:51:15,2025-02-01 15:04:18,google_cpc,Mobile,BR,19,,camp_19,False
159afce6-c29b-4b7d-a6d2-75a1d7427a85,983abb2d-bd5e-45ec-8f17-32a53db986a0,2024-11-08 23:46:17,2024-11-08 23:55:23,direct,Mobile,MX,24,google,,False
b51d610c-c310-4ff7-828e-91faf09334b2,0021cbcf-fac1-4193-a45e-a0b37b8324d3,2025-03-17 00:32:44,2025-03-17 01:18:59,metasearch,Mobile,BR,9,instagram,camp_48,False
56ea1482-0bac-446d-bfd3-d314bb4914bb,3fe9eaec-9e4f-4ac3-8dff-1156fbe7dd04,2025-03-09 16:44:32,2025-03-09 17:28:12,referral,DESKTOP,CO,21,instagram,camp_20,False
32fa721d-10d6-40a3-922c-a1eae2d4568d,,2024-10-09 19:19:53,2024-10-09 19:22:30,referral,Mobile,PE,22,,camp_27,False
acdbb5c2-0438-4846-acb4-a125b5985594,948ff62b-c9f0-4fcd-b7cd-4c498a8f103d,2025-03-21 22:19:38,2025-03-21 22:48:02,,tablet,CO,15,bing,camp_7,False
c64e0aa0-683e-445c-bab7-5170b134a542,33c6b9a2-91cb-4e24-a16a-63f76c4e7525,2025-03-25 02:12:32,2025-03-25 02:56:38,social_organic,mobile,BR,2,bing,camp_37,False
db5bf1be-9773-4254-b5cb-e96d1bcbea7a,eeec5fec-bbf6-413e-aa81-7a36c24cecd3,2025-01-16 14:47:43,2025-01-16 15:01:56,google_cpc,mobile,CL,18,,,False
9dc6c40f-bae4-4a3d-9d4c-8ca55e64db54,428d0860-f01d-4ef7-b802-3db28856102c,2025-03-03 02:21:26,2025-03-03 02:37:45,social_paid,desktop,br,15,email,camp_29,False
fe7ad102-7846-4a1f-a7d2-2e12bcce1f51,f198b343-2f01-49da-bda9-6b47027cfe11,2024-10-09 10:05:44,2024-10-09 10:55:27,google_cpc,Mobile,US,14,instagram,,False
8de093f8-f52f-43d7-9294-4c01de1811de,2b349071-0b1d-42d0-896c-ce0794e9f8a9,2025-01-27 02:52:17,2025-01-27 03:02:29,metasearch,DESKTOP,Br,10,email,,False
8dd53b26-f48a-4ec7-8aa0-1b56f9d7f13a,7955cd82-b18f-409e-88b3-0566948aa747,2025-03-20 10:24:26,2025-03-20 11:17:00,social_paid,Mobile,US,14,facebook,camp_43,False
df8a318b-156f-42b6-92ee-3b4ecc1fce43,,2025-02-11 08:49:04,2025-02-11 09:21:31,metasearch,DESKTOP,BR,19,email,camp_8,False
00648c24-cfb2-497d-9333-677684aed4ed,bd869a3d-1a8a-47e5-922a-7b7ffc367794,2025-02-23 16:34:40,2025-02-23 17:03:37,metasearch,DESKTOP,CO,5,bing,camp_23,False
cba40e12-6278-4855-b332-c5d5b19f701f,725bfed9-3d20-4d82-ac85-2436a0de7c72,2025-02-26 01:59:59,2025-02-26 02:19:05,,tablet,BR,6,facebook,,False
53d2f501-9b0e-4e9d-9888-b5a6ce63086b,40580c3e-9b7d-4117-b64b-ca9107988404,2025-01-18 23:14:51,2025-01-18 23:59:48,google_organic,mobile,US,14,bing,camp_47,False
b0baf471-63d1-4dd8-a43a-15c070dda9b0,395ef0a2-b5b6-41bb-87f5-eff8d7dde0b7,2025-01-24 18:36:15,2025-01-24 18:42:07,google_organic,Mobile,br,20,facebook,,False
9b84eef6-a3f8-4c3d-ac04-b6cb415a7ddd,884eee9d-f7fe-4921-a5e7-f964d6d9e4cb,2024-11-25 00:01:27,2024-11-25 00:47:49,email,DESKTOP,BR,1,bing,camp_49,False
fa27ce29-0a36-4547-8197-fcf562498b4e,1a7b383c-179b-4822-9f01-a26a336ade2b,2024-10-02 12:01:26,2024-10-02 12:35:28,email,tablet,AR,13,google,camp_30,False
d6729830-edad-4188-bf49-30b8df353828,d5c3a545-0f54-4a65-8b9f-c15e671ed9cd,2025-01-20 19:13:55,2025-01-20 19:43:18,metasearch,DESKTOP,br,23,google,camp_7,False
bf5366de-2552-451f-861d-95eeb4fd8d22,47ddff20-9680-4ccb-aa00-5909501aae6b,2025-01-10 17:50:32,2025-01-10 17:55:59,direct,desktop,Br,17,facebook,camp_42,False
20b756ef-c2e9-476e-bbb5-4df8ad48c38b,e19a5fb3-b844-4922-8635-c972d5f803bb,2024-10-29 10:28:46,2024-10-29 10:46:19,google_organic,Mobile,br,25,email,camp_37,True
9cbe5c19-395a-451e-a409-26b57478db21,013341aa-a23f-4ace-a943-abf0222d30d1,2024-12-02 18:15:34,2024-12-02 19:14:38,social_organic,tablet,BR,12,facebook,,False
84387eef-6f55-405f-a6e1-5ffbcccc587d,266b9288-fa35-44b1-bd5a-a04d41221c20,2024-10-15 21:35:32,2024-10-15 22:19:37,social_organic,desktop,br,19,facebook,,False
0f2767c7-b224-45c2-917d-1a55f0b220af,ccee3e16-3972-4fec-90ba-2339fe010a9d,2024-10-21 02:21:13,2024-10-21 03:16:39,,Mobile,br,17,bing,camp_19,False
65d669a3-2723-47bb-bc89-78a77bd2a798,,2025-02-09 19:53:33,2025-02-09 20:34:26,social_paid,DESKTOP,CL,11,,camp_23,False
d35f86cb-b562-48a0-b40e-38aab6e9fda1,083dddcf-434a-496f-8e5a-7fdf6a3c4a91,2025-02-06 13:46:24,2025-02-06 14:13:14,metasearch,DESKTOP,AR,21,email,camp_24,False
bc99e186-0dc0-4694-b093-13655c0df801,9e900223-429c-4760-8747-b59615caef69,2024-12-06 08:35:17,2024-12-06 09:27:40,affiliate,desktop,Br,25,,camp_3,False
2685a0bb-49bc-45cd-a528-16a199e417a0,0ba91959-54ed-4657-95ab-cf320d24afb1,2025-01-29 00:14:07,2025-01-29 00:23:08,direct,desktop,US,12,bing,camp_40,False
c57e53fd-80ca-471b-80ea-33ed1622011b,f70fa31c-c35e-4f95-b8b0-aec317d8258d,2024-12-27 04:09:21,2024-12-27 04:25:24,email,DESKTOP,br,15,instagram,camp_27,False
89015c7f-131d-4b9f-bce4-5553678c343d,,2025-03-05 14:08:19,2025-03-05 14:49:40,metasearch,desktop,Br,4,bing,,False
a1b40487-3214-4727-93d4-45d81fa78ef8,85585cdf-50da-4f07-bf1f-96ea2e84e699,2025-03-26 19:15:38,2025-03-26 19:30:52,social_paid,mobile,US,3,google,camp_7,False
6f338ef3-e850-43f7-b259-aecf0e5cc51e,c0840ff2-864c-424f-8aba-ea710a18de8a,2025-03-03 16:06:03,2025-03-03 16:16:06,direct,Mobile,br,,,camp_14,False
19d1b381-6bad-4db5-bcfe-e05d72b50b4d,ede5d85c-8244-47e9-a038-eebfd4f8a8be,2025-02-19 05:09:35,2025-02-19 05:51:13,,Mobile,br,3,instagram,camp_2,False
e8e9c1c4-f522-450b-a24a-f3b84fcf0d71,9a718269-0801-46d1-808d-13ac392f933d,2025-02-17 12:39:33,2025-02-17 12:49:26,social_paid,desktop,Br,12,email,camp_33,False
30c33f3b-824a-4c85-bfad-78c21e8f9e5c,a866d7a7-7329-4cd4-b785-6ece206046aa,2024-12-31 06:59:17,,google_organic,desktop,PE,5,email,,False
a3411a24-d7f6-436e-9b0f-ba34b6bfc1d8,3437fa19-87a5-4566-907e-e0fee501e2aa,2024-12-30 05:17:58,2024-12-30 06:05:31,,mobile,BR,7,facebook,camp_33,False
e8d424d5-ff99-4380-a966-c14e0e7cf2c1,4ccc671a-311e-4630-a9c7-ba0d464698f6,2024-12-31 22:12:10,2024-12-31 22:29:32,google_cpc,tablet,MX,4,instagram,camp_48,False
3e859678-1d69-46f8-a5bc-c7f43f7c9c54,d811aef3-1b05-499a-b68d-ffcd9a4051bf,2024-12-05 20:01:30,2024-12-05 20:14:20,affiliate,Mobile,AR,14,bing,,False
7cc488f6-b462-4f31-ab15-388579b25650,bdbb155e-f759-489f-aa18-0ebcc952e02a,2024-11-27 09:46:55,2024-11-27 10:07:55,,tablet,US,9,,camp_41,False
15ef4cb1-639f-4d22-b646-8e49169abc87,7322875b-2571-48be-81e8-55c665b0dde3,2025-02-23 14:46:40,2025-02-23 15:33:07,,desktop,CO,25,facebook,,False
c815f2a8-bf50-4e05-8cc8-38f9f6ea4969,7dd7b178-c50e-4b51-8bb8-7a8ab14c7c7d,2024-12-27 08:47:28,2024-12-27 09:12:52,social_paid,tablet,CO,,bing,camp_25,False
f4f19b1f-694b-4f8b-8421-9869746bd59a,59fd7531-0a4e-4ae6-9e5c-29e861dbebfe,2025-02-28 11:35:46,2025-02-28 11:53:37,social_organic,mobile,AR,15,,camp_6,False
32fa6170-45d1-4a76-9556-5163144e6cb4,45c8b08e-6981-47ce-8f4a-2f6b6c1c9fdb,2024-12-02 01:23:13,2024-12-02 02:08:53,affiliate,mobile,PE,17,bing,camp_16,False
38760dcf-5db9-4db2-b129-49554b28fafd,d8afb664-7437-4f96-bc30-dcf7874f6f01,2025-01-16 13:55:37,2025-01-16 14:34:46,google_organic,Mobile,Br,14,,camp_21,False
dd6fa9e8-28d6-42da-866c-005a2ba1e676,2cb93607-9eee-41e0-a462-d36112d8f1fd,2025-02-10 01:32:15,2025-02-10 02:07:39,direct,desktop,AR,17,bing,camp_46,False
ba462824-f673-4feb-936c-eda153675d58,58138c3a-3f26-4175-a58f-e48a616c49e2,2025-01-09 18:14:20,2025-01-09 18:33:48,affiliate,tablet,Br,3,bing,,False
d167e28b-c3f1-4dc9-84ac-4f7f1784ee2c,,2025-02-17 22:23:31,2025-02-17 23:04:54,,DESKTOP,MX,21,email,,False
ba274f79-0fe5-40c4-bf9b-bce04e40ac6f,2d3a1fc8-2e9e-40b8-9504-9c087795d109,2025-01-14 22:34:31,2025-01-14 22:54:22,social_paid,desktop,BR,6,instagram,camp_22,False
83bb3fec-d1f9-4eec-974e-e063c1e50171,e46173a4-7a01-49a3-9d2c-4f63605b0c3f,2025-02-17 11:48:49,2025-02-17 12:10:41,metasearch,desktop,PE,8,facebook,,False
506b57cc-8eda-416b-8385-fd95148971ef,560995df-7fe6-4892-9882-b14cd03e3816,2024-12-14 14:16:04,2024-12-14 15:15:08,metasearch,tablet,CO,25,email,camp_20,False
b9b40930-02c0-4f2e-81c5-7d61d989a418,8275bda1-4d9f-404a-9866-c7d47a475982,2024-12-16 08:38:29,2024-12-16 09:13:04,google_cpc,DESKTOP,br,10,google,camp_17,False
81077cd3-a446-49b2-bbcc-1ee28407e792,c60f79b8-e20b-4aac-b63e-64a74e1ce327,2024-12-11 01:23:30,2024-12-11 01:26:40,affiliate,DESKTOP,br,25,email,,False
1be2bfd5-ceb3-4697-8304-3978d969cf02,68bf85d9-e399-41c3-8143-201d2f3ba4ca,2024-12-12 11:13:49,2024-12-12 12:08:09,email,Mobile,Br,2,bing,camp_31,False
cea2e670-6395-4c3f-ab77-cce5fb01e0a1,10c32321-8a00-4bcd-9086-d1d93d50b8f1,2025-03-23 10:17:43,2025-03-23 10:52:59,affiliate,DESKTOP,Br,18,email,camp_2,False
dd13762b-84fc-4332-804e-7028cd47ca9a,05690302-f995-4d7c-8c4c-78e2c1b374b1,2024-12-20 21:13:06,2024-12-20 21:53:01,email,DESKTOP,br,6,,,False
053cfab7-e92e-404a-8279-bf2a737a76a9,4e312276-5bd8-4044-8e33-20a08a654a43,2024-10-07 03:07:45,2024-10-07 03:46:55,social_paid,mobile,US,17,instagram,camp_48,False
8415905a-9b86-4304-b3a5-f10371516c31,f6b10337-f369-49e9-b026-274b4f5fabd0,2025-01-09 17:14:20,2025-01-09 17:28:34,direct,DESKTOP,PE,18,,camp_45,False
304ec2cf-f338-427d-bc10-519926777bcb,d8f79032-a844-403d-b914-30c9434f44aa,2024-11-17 20:51:44,2024-11-17 21:10:51,affiliate,Mobile,PE,16,,camp_8,False
9227b900-df97-4bb2-b6b3-220d53cfe68c,8a680277-477c-401f-99f3-7c85de16bb83,2025-03-23 22:32:46,2025-03-23 22:59:47,google_organic,Mobile,MX,24,bing,camp_18,False
1311305e-22af-4b63-a8fc-7202e32edfe8,016ee27b-7cd4-4bb0-8e48-2dd93bb8eedc,2024-10-27 15:44:18,2024-10-27 15:51:50,referral,mobile,BR,4,,camp_44,False
264b4cef-97a7-485d-a91a-8dc9e487eda0,5ead6918-4ce9-4cd8-9162-8556e2cf2c7a,2025-01-15 20:49:43,2025-01-15 21:00:34,affiliate,desktop,AR,21,email,camp_3,False
d4f813ce-9591-4c7d-818c-222c3937617c,2eecd889-d2b9-4169-b181-cd7fe8ca30d7,2025-03-21 07:33:34,2025-03-21 08:30:49,social_organic,tablet,BR,1,,camp_22,True
e2e971f5-e334-40d5-bba0-1df96def0bad,bf975ebf-9a86-4000-bd91-70935c8de3b8,2025-01-14 11:57:49,2025-01-14 12:33:41,email,tablet,CL,24,facebook,camp_1,False
08a86a97-f3cc-4e35-9c28-19f05a372dfb,941aebf7-545c-4c5b-83fa-93cf7410f0ea,2025-01-19 06:03:08,2025-01-19 06:49:15,social_paid,DESKTOP,PE,3,google,camp_9,False
680f20d2-aa93-4120-8917-9801d40b6bdc,109726ff-2b55-48e9-b7b1-43c558f7f7e8,2024-10-02 07:49:50,2024-10-02 08:07:43,affiliate,DESKTOP,BR,9,,,False
1ab7d74e-a82e-45e0-9ef1-148bf01c27fc,b61e424b-a883-4af9-ae0a-0d5d5c3a08b6,2024-12-18 17:22:42,2024-12-18 18:09:37,affiliate,mobile,CO,5,instagram,camp_39,False
f2911cd5-5872-4124-beec-afa34f0d1dff,70675b13-c8ef-41ac-9312-62657f4dfc7c,2025-03-27 05:56:30,2025-03-27 06:28:43,google_organic,DESKTOP,PE,3,,camp_36,False
9a3c8273-57fe-4ad3-a8c8-d14120e5f94d,b6368e1f-f766-4b33-9799-29264d0fcc24,2025-01-13 05:01:03,2025-01-13 05:11:21,social_organic,DESKTOP,br,2,email,,False
8cf8040e-70f6-4b54-befb-4fa22171901b,06d6ddf9-160c-442b-ab4c-d3fe4dd38f66,2025-03-06 16:29:53,,email,desktop,US,12,email,camp_5,False
74984f69-4fb7-48b5-9bdf-65d459a1a7a3,40a34571-abfd-42a3-9bb6-fcdda2115f40,2024-11-25 17:56:22,2024-11-25 18:24:21,social_paid,Mobile,br,13,,,False
9180527b-04b9-4a97-8db2-60f9d326dbeb,bb3612c6-2997-44e8-abe0-3b41ebd17c10,2024-10-24 00:52:14,2024-10-24 01:04:30,email,desktop,MX,15,email,camp_25,False
feb825d2-52cb-4703-9aa1-d002a2059ada,,2024-12-07 05:13:16,2024-12-07 05:23:56,google_cpc,desktop,AR,20,email,camp_4,False
577147f7-255e-4ac2-bf25-6412dbf66131,96b3585e-69e2-44c7-a028-c7d3d2141bd9,2024-12-25 05:42:53,2024-12-25 05:58:57,email,DESKTOP,PE,19,,camp_16,False
3e295cf2-fb4a-45c6-96a1-8b16996dc4a0,ab26b61b-e380-4c60-8afd-1febd13bcda3,2025-02-06 04:48:46,2025-02-06 05:24:26,direct,Mobile,Br,16,facebook,camp_43,False
1092b24a-9c4c-41c6-8f1e-5e437e2af4f9,2b100902-feff-4ef6-ae14-cde4677360c6,2025-02-13 05:01:56,2025-02-13 05:30:26,social_organic,mobile,MX,23,instagram,camp_36,False
dc93d7b5-bbfe-4bf3-b21b-7c467e3d0994,09153017-c8ff-480d-824a-554763bbdeb0,2025-01-11 21:56:27,2025-01-11 22:05:41,social_organic,desktop,Br,24,google,camp_44,False
5342a7a4-4c3b-4b7a-80f9-75ef2ab29602,48ca59c8-4a9d-4b1e-856b-bc953f0ae873,2024-10-15 03:11:58,2024-10-15 03:24:53,social_organic,tablet,MX,1,bing,camp_8,False
9ddb1fb4-ab40-4b39-b0a8-7463d10be2ea,35be80b3-406b-4f4b-b316-e092003a48cf,2025-03-27 13:36:19,2025-03-27 13:52:57,metasearch,Mobile,br,18,facebook,camp_33,False
2882bb8a-0963-4546-8b84-8ada5ff80a1b,20f7d495-71a5-4684-ae10-7ff740abea20,2025-03-05 21:23:47,2025-03-05 22:13:11,,mobile,CL,1,email,camp_27,False
b0a09363-8ddd-4a16-bc02-ef148810d600,5533d2ab-d033-42a4-a996-681ee00bc0ac,2024-11-14 15:57:52,2024-11-14 16:23:52,metasearch,Mobile,br,15,facebook,camp_47,False
fe407506-4d48-417f-82c5-5c9903b1bb50,a3f05164-ecbe-477a-a6af-7d75bda51265,2025-03-22 16:44:20,2025-03-22 17:21:25,google_organic,desktop,BR,14,,,False
ba57617e-85ba-4dfe-bb86-d5769fee4fbe,c0a0669e-04c9-441b-9836-32730e4f06fd,2024-12-28 13:09:32,,referral,desktop,BR,17,email,camp_2,False
04b4dbe6-2c2e-44ed-9b6e-95c2c9a21b43,,2024-12-23 14:36:59,2024-12-23 15:32:06,direct,DESKTOP,Br,9,facebook,camp_6,False
36b05546-7c9e-4547-b98e-b395ee6167a2,324f82de-7263-4af5-856e-5352ee7cde7b,2025-01-18 17:06:03,2025-01-18 17:22:44,google_organic,desktop,AR,13,email,,False
b60c0bc7-ecff-4c16-9e6a-3e3ec432f35f,5044c4b0-b2f2-4eb1-b7f3-4ab93f18d6ed,2025-01-06 01:30:32,2025-01-06 02:28:19,google_organic,desktop,CO,7,,camp_31,False
5bc7c9af-f371-4508-bcd4-f657d01ca05e,c70328a3-d700-4bf5-9afb-531cd805a418,2025-02-10 21:40:08,2025-02-10 21:59:21,,mobile,CL,25,instagram,,False
986ad2e5-a2c4-42da-a6e9-ea0d17e4d608,c59e1a60-b818-442a-9149-06549cf0884a,2025-03-12 01:45:12,2025-03-12 02:43:16,direct,desktop,Br,24,,camp_15,False
