search_id,session_id,searched_at,pickup_location,dropoff_location,pickup_date,dropoff_date,car_category,num_results,partner_id_clicked,price_shown
5d4f1885-14e7-42bb-8051-8095eeb9ab1b,78d98887-183c-4c00-8a00-8a63fc1acccd,2024-11-24 20:07:05,rio de janeiro,Fortaleza,2025-01-26,2025-02-01,luxury,35,PRT0005,1556.23
31c472ba-d483-465c-a79f-daad7a8f1040,12ec0af4-4e31-4ef2-8a2a-8b1d742bb017,2024-10-05 10:37:21,Santiago,Fortaleza,2024-11-17,2024-11-19,luxury,31,,1796.54
9560a17f-3b22-491e-a78d-16aee50b8cad,896f3477-3e55-4b1a-a68d-1da332fa5fc6,2024-10-22 08:51:18,Buenos Aires,,2024-11-02,2024-11-03,luxury,31,PRT0012,489.31
4a82ac01-4ead-4f3c-86f2-f39ccccda5e4,e88a9487-2ab8-4e14-a191-5841ede3f7ef,2025-01-15 02:40:28,Fortaleza,Bogotá,2025-04-11,2025-04-14,,10,PRT0009,845.9
43c7b8a7-49ce-4a26-bb8a-944cb4663bd1,f5f2283f-eee3-49c7-8505-69de0e4d0f9f,2025-03-26 06:30:16,Brasília,Rio de Janeiro,2025-05-10,2025-05-19,suv,35,PRT0008,1400.12
1d70f20d-bbd2-4a6a-9e73-7ef4e5d757c8,ad315411-a169-4519-bd3d-dacc64fde30a,2025-03-24 03:37:58,São Paulo,,2025-05-03,2025-05-08,compact,26,PRT0012,180.27
d80e2559-afdf-4f4a-bf39-028368623a69,8d74cadd-e334-4889-9eb1-ac6e771533a1,2024-12-29 16:12:29,FLORIANÓPOLIS,Buenos Aires,2025-01-13,2025-01-16,economy,,,1087.77
6c0b9554-f263-4abb-a0a4-e241dead63bf,f8092c58-650e-412f-9d94-13da86542fd1,2024-11-11 09:27:57,São Paulo,,2025-01-27,2025-02-09,minivan,,PRT0013,705.17
baf7f93f-281f-404e-bf0d-21aa24b5fac7,fd068f91-8bf2-4fba-b447-90ad76089f0b,2025-02-25 06:29:45,Curitiba,Belo Horizonte,2025-05-26,2025-06-04,luxury,,PRT0009,962.97
cb804bc2-490a-4622-8d2f-88042562aa95,e19a3fa5-d4e9-491c-92a9-689471b86cfc,2024-10-17 15:05:26,Belo Horizonte,,2024-12-19,2024-12-20,,11,PRT0011,1202.55
5ba7d7c2-4887-4b8a-9642-42bffe9f3843,3231ac8f-3dcd-40e1-9752-1ccde18f55b5,2025-02-05 07:56:58,Belo Horizonte,São paulo,2025-03-21,2025-03-30,,40,,631.03
a70d849d-57d1-4d82-b35b-0c283dc138fb,4b7b5916-45a5-4ad4-b443-17ac782e6976,2025-01-12 05:20:48,Curitiba,,2025-04-01,2025-04-07,suv,,PRT0015,833.97
36711139-51b4-4613-a4af-28445dcaa432,ba017694-9f12-47c5-b319-1588ad91d0ad,2024-10-07 18:43:08,São Paulo,Belo Horizonte,2024-12-10,2024-12-20,pickup,38,PRT0017,663.8
fcedf8aa-9126-442b-baf7-cab5dfcdd6b2,5f6aaf5b-c46d-4324-acfe-bcd51a15dccc,2024-10-25 22:32:39,rio de janeiro,,2024-11-24,2024-12-04,economy,26,PRT0003,1023.19
d6732db6-779f-4983-a938-5b2bbd36f710,5b90bca1-40e5-4ed3-b6f4-67af1a7ff2a4,2024-11-08 06:35:40,rio de janeiro,Rio de Janeiro,2025-01-10,2025-01-12,compact,25,,553.54
ca97f591-78ee-4001-884d-7226c23123e6,4a6a0421-3eea-4661-9b95-55ba13db9b0d,2025-03-09 08:55:13,Brasília,Brasília,2025-03-30,2025-04-13,suv,31,,691.3
cfdc279d-36f5-4cc9-8756-2f936ee6f5a0,7510dee3-a487-41ea-a2f0-e7209eb8a0e8,2024-12-15 22:29:49,Belo Horizonte,Recife,2025-03-10,2025-03-18,economy,21,PRT0015,1195.07
9c51bc7a-1f49-421e-91b3-612802abbbeb,60090b02-b986-41ab-8e70-1947093e1bbe,2025-01-05 10:13:02,Fortaleza,Manaus,2025-03-12,2025-03-16,,0,PRT0013,586.72
aec58b3d-b44f-4d36-9d61-b2c22c4bf354,139e2dbe-db82-48c5-aab7-8d8a695abc45,2025-02-11 06:37:35,rio de janeiro,Santiago,2025-03-17,2025-03-23,,34,,978.95
048267bd-82ee-4b50-b6bb-e62d890f089f,89bf60ad-cc15-4e76-9cf0-6c174c1c5adf,2025-03-13 02:38:56,Bogotá,,2025-04-09,2025-04-23,compact,33,PRT0015,1678.31
c2726e96-169d-4e00-bccd-3261473495e9,39008c49-7d74-4611-b23e-cce7c5de78ca,2024-12-11 22:52:11,Brasília,,2024-12-20,2024-12-30,,38,PRT0020,522.49
4c018cfc-c82d-4d49-9a37-3cc3f8f5f03c,5607ea51-0221-4e65-873e-39172309129e,2025-02-08 17:06:00,Buenos Aires,,2025-04-30,2025-05-05,,30,PRT0007,573.3
29d4222a-6ae6-4547-81e0-c60943730f95,10eea929-749e-4757-a21b-f618c93d66ea,2025-03-01 10:50:54,Buenos Aires,Rio de Janeiro,2025-05-16,2025-05-20,compact,38,PRT0019,1286.06
e4065491-b165-483c-b580-f2b2808f6cad,425bad43-a63a-4ff0-86a8-038189f7b420,2025-02-20 03:08:22,Lima,Rio de Janeiro,2025-03-25,2025-04-02,compact,,PRT0014,802.3
ab4fd902-c3b1-4b2a-96d3-07ea94d9be7b,c718acc0-afea-46e9-b6ca-a95f6ddbcfb9,2025-02-17 03:43:08,Rio de Janeiro,Manaus,2025-04-29,2025-05-02,luxury,37,PRT0016,
3636b362-6c96-4b86-bd51-c4547db58a0a,11495035-01c4-497c-8d19-652234d5dd07,2024-10-27 16:33:56,Bogotá,Lima,2025-01-03,2025-01-15,,25,PRT0009,828.54
1cd97f26-9ab2-4c97-ae19-2465fee2878c,1c55ee88-1f0b-44fd-8ae9-668fecbf9251,2024-10-13 02:45:18,São Paulo,rio de janeiro,2024-11-03,2024-11-04,,23,PRT0009,1373.56
fb782c1e-2eef-42cf-a8cb-4f4d29eb0a2a,84d03f59-6122-42eb-b8ed-15395cf9f568,2024-11-26 10:40:24,Lima,Bogotá,2024-12-11,2024-12-13,compact,2,,1235.54
c3b31ce1-ca1e-4263-8c20-2d0f84653336,b4d12538-8d35-42ea-bc3f-6e4a5b6ff098,2024-11-27 14:04:51,Fortaleza,Curitiba,2025-01-28,2025-01-30,luxury,23,,398.81
d809e616-bd9c-44e2-a8c6-eb41d7a0cd5c,88b04cb1-3130-4e7f-b708-09e12bd72f88,2025-02-18 21:06:13,Bogotá,Curitiba,2025-04-02,2025-04-10,compact,32,PRT0014,817.89
13bc5985-16f3-4e9b-a5b2-e0b5c9de324a,7f8c3205-0b9c-4b6c-bd79-3077b4a28799,2024-10-10 23:45:26,Buenos Aires,,2024-11-26,2024-12-02,,38,PRT0009,634.05
6b087c7b-36d1-471a-961d-31ff944bbd07,25ec74f5-386a-4a98-a306-44469f40125d,2025-03-09 20:21:06,Santiago,,2025-05-18,2025-05-22,luxury,34,,
056b88ec-421c-4047-ab47-d8b3c21f18ea,5845fd94-34e9-49ac-81d2-4a2d51076f40,2025-03-01 18:38:01,Belo Horizonte,Florianópolis,2025-03-10,2025-03-19,pickup,10,PRT0015,364.9
83bc9d7c-f86e-4f09-b1ed-f8d3c35beba7,f76e7c4e-0a10-49d3-a529-3dbcb0b6a637,2025-03-03 23:18:28,Recife,,2025-03-13,2025-03-26,suv,1,,880.96
c906df43-fe44-4995-a10a-8851ebd1bcb2,bbf9f383-4177-41f6-b400-99dd17496955,2025-01-04 18:40:42,Recife,,2025-03-02,,compact,18,PRT0013,787.98
71041ac8-e271-45da-8e36-bb2120e39967,1e65f968-1058-4f28-a9bd-9590dbb69bd4,2025-03-27 15:46:27,Fortaleza,São paulo,2025-04-12,2025-04-13,,,,1736.95
f8573f6d-8d2b-4f46-8f34-e7ca63aa64a0,bd73e966-b13a-4de8-b092-c18dee2af12b,2024-12-06 12:09:43,Manaus,Florianópolis,2025-01-08,2025-01-12,economy,31,PRT0009,638.27
3c217fb0-bb89-4f4c-b82a-7c297e7d20b2,0eccc10d-adc0-4f15-9203-1aa88cceff1d,2024-10-21 04:23:54,Curitiba,,2024-12-11,2024-12-24,minivan,29,PRT0017,1495.82
188fabc7-9dcf-4e18-840c-d575ea806a94,e5a464a5-508b-4198-8e15-30c5ffd6e604,2025-02-01 18:52:56,FLORIANÓPOLIS,,2025-03-09,2025-03-16,economy,23,,133.35
e55de93b-6ddb-46a1-a00a-607012dff7a1,f60af7ee-6cbc-4e5f-a026-d3c0c72e87c3,2025-03-08 08:50:35,Fortaleza,São Paulo,2025-05-13,2025-05-25,luxury,18,,422.64
b57b16ae-4fab-4804-92ea-40bc8a8bd1c4,a01d22f9-7ee4-4d72-89c0-e1db826522f7,2024-10-16 22:11:24,Cancún,Florianópolis,2024-12-16,2024-12-21,compact,24,PRT0005,806.07
963a53cd-9a4f-40f9-86f8-8bbb8a9bc8be,9acfdfaf-9511-428a-a278-d2e1b7742b20,2024-10-24 01:50:17,São paulo,São Paulo,2024-10-26,2024-10-28,,23,PRT0003,286.28
dda68828-759d-4a7d-bc34-98dcd528e5f6,3ff57498-51b3-466e-b7f2-da497b323dd1,2024-12-07 16:49:01,FLORIANÓPOLIS,Cancún,2025-02-13,2025-02-27,economy,31,PRT0003,1393.49
05208a44-de97-4c7f-b153-16aa3347ce11,579b7124-7e01-43a9-a0bf-459f771369f6,2024-10-08 15:31:22,Santiago,Rio de Janeiro,2024-12-07,2024-12-20,compact,19,PRT0014,1088.03
